충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
천안휴게소(부산방향),충청남도 천안시 동남구 수신면 성남로 793-40,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 천안시 동남구 수신면 성남로 793-40,충청남도 천안시 동남구 수신면 신풍리 산 83-6,환경부(한국자동차환경협회),,36.73008737,127.2645608,2020-04-21,6440000,충청남도
망향휴게소(부산방향),충청남도 천안시 서북구 성거읍 돌다리길 23-37,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 천안시 서북구 성거읍 돌다리길 23-37,충청남도 천안시 서북구 성거읍 요방리 121,환경부(한국자동차환경협회),,36.85602435,127.1812125,2020-04-21,6440000,충청남도
롯데마트 성정점,충청남도 천안시 서북구 성정두정로 1,충청남도,"둘째,넷째 일요일",10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 천안시 서북구 성정두정로 1,충청남도 천안시 서북구 성정동 1486,한국전기차충전서비스,,36.82628936,127.140095,2020-04-21,6440000,충청남도
천안지사,충청남도 천안시 서북구 동서대로 77,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 천안시 서북구 동서대로 77,충청남도 천안시 서북구 두정동 650,한국전력,,36.82671697,127.1317876,2020-04-21,6440000,충청남도
정안휴게소(천안방향),충청남도 공주시 정안면 장원장자울길 73-47,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 공주시 정안면 논산천안고속도로 57-2,충청남도 공주시 정안면 전평리 5-3,환경부(한국자동차환경협회),,36.56906809,127.1127274,2020-04-21,6440000,충청남도
이인휴게소(천안방향),충청남도 공주시 이인면 이인리,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 공주시 이인면 논산천안고속도로 32,충청남도 공주시 이인면 이인리 4,환경부(한국자동차환경협회),,36.35266664,127.0697144,2020-04-21,6440000,충청남도
탄천휴게소(논산방향),충청남도 공주시 탄천면 장선리 151-6,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 공주시 탄천면 논산천안고속도로 27,충청남도 공주시 탄천면 장선리 151-13,환경부(한국자동차환경협회),,36.31916407,127.0700409,2020-04-21,6440000,충청남도
정안휴게소(순천방향),충청남도 공주시 정안면 석송리,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 공주시 정안면 논산천안고속도로 57,충청남도 공주시 정안면 전평리 5-10,환경부(한국자동차환경협회),,36.57079537,127.112006,2020-04-21,6440000,충청남도
아트센터 고마,충청남도 공주시 웅진동 354-6,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 공주시 관광단지길 47,충청남도 공주시 웅진동 354-1,환경부(한국자동차환경협회),,36.46736706,127.1091481,2020-04-21,6440000,충청남도
GS수퍼마켓 공주점,충청남도 공주시 무령로 310,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 공주시 무령로 310,충청남도 공주시 옥룡동 338-1,대영채비,,36.45548583,127.1341865,2020-04-21,6440000,충청남도
호텔금강,충청남도 공주시 전막2길 16-11 호텔금강(신관동 595-8),충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 공주시 전막2길 16-11,충청남도 공주시 신관동 595-8,대영채비,,36.47056058,127.1308608,2020-04-21,6440000,충청남도
호텔금강,충청남도 공주시 전막2길 16-11 호텔금강(신관동 595-8),충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 공주시 전막2길 16-11,충청남도 공주시 신관동 595-8,대영채비,,36.47056058,127.1308608,2020-04-21,6440000,충청남도
한국농어촌공사 공주지사,충청남도 공주시 공주대학로 17-53 한국농어촌공사 공주지사,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 공주시 공주대학로 17-53,충청남도 공주시 신관동 612-6,대영채비,,36.46711307,127.1354071,2020-04-21,6440000,충청남도
르네상스호텔,충청남도 공주시 번영2로 8 신관동 르네상스호텔,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 공주시 번영2로 8,충청남도 공주시 신관동 607-23,대영채비,,36.46859128,127.1319152,2020-04-21,6440000,충청남도
르네상스호텔,충청남도 공주시 번영2로 8 신관동 르네상스호텔,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 공주시 번영2로 8,충청남도 공주시 신관동 607-23,대영채비,,36.46859128,127.1319152,2020-04-21,6440000,충청남도
대명4동 행정복지센터,지상주차장,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 남구 성당로28길 33-13,대구광역시 남구 대명동 3043-39,대구환경공단,053-605-8060,35.84617485,128.5694753,2019-11-07,B553071,대구환경공단
대구환경공단(달서천),입구 좌측,대구광역시,연중무휴,0:00,0:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,대구광역시 서구 염색공단로 130,대구광역시 서구 비산동 3016,대구환경공단,053-605-8060,35.88465946,128.5375541,2019-11-07,B553071,대구환경공단
상중이동행정복지센터,센터 뒤편,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,,대구광역시 서구 중리동 1085,대구환경공단,053-605-8060,35.86697716,128.5461136,2019-11-07,B553071,대구환경공단
관음공영주차장,입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 관음중앙로 80,대구광역시 북구 관음동 448-1,대구환경공단,053-605-8060,35.941098,128.5446973,2019-11-07,B553071,대구환경공단
복현장미공원,1층 주차장 진입 후 우측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 경진로남1길 40,대구광역시 북구 복현동 439-1,대구환경공단,053-605-8060,35.893396,128.6173144,2019-11-07,B553071,대구환경공단
대구 부광교회,입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 칠곡중앙대로52길38,대구광역시 북구 태전동 608-12,대구환경공단,053-605-8060,35.9218148,128.5495474,2019-11-07,B553071,대구환경공단
두산오거리(두산스포츠 북동편 도로면),도로면,대구광역시,연중무휴,0:00,0:00,Y,N,DC차데모+AC3상+DC콤보,4,0,N,,대구광역시 수성구 두산동 954-13,대구환경공단,053-605-8060,35.827264,128.625136,2019-11-07,B553071,대구환경공단
파동교네거리주차장,입구 우측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 수성구 파동로 174,대구광역시 수성구 파동 274,대구환경공단,053-605-8060,35.81849493,128.6133287,2019-11-07,B553071,대구환경공단
월광수변공원주차장,입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,,대구광역시 달서구 도원동 928,대구환경공단,053-605-8060,35.798734,128.548772,2019-11-07,B553071,대구환경공단
대구환경공단(본부),입구 좌측,대구광역시,연중무휴,0:00,0:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,대구광역시 달서구 달서대로 210,대구광역시 달서구 대천동 770,대구환경공단,053-605-8060,35.82059916,128.4966528,2019-11-07,B553071,대구환경공단
원북면사무소 주차장,원북면사무소 주차장,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 태안군 원북면 상리길 11,충청남도 태안군 원북면 반계리 174-1,태안군청,,36.8234491,126.2569145,2019-05-31,4620000,충청남도 태안군
다사읍사무소,입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달성군 다사읍 매곡로 7,대구광역시 달성군 다사읍 매곡리 885-1,대구환경공단,053-605-8060,35.86202242,128.4542032,2019-11-07,B553071,대구환경공단
달성군 농업기술센터,입구 우측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달성군 옥포읍 비슬로 2040,대구광역시 달성군 옥포읍 교항리 2521-7,대구환경공단,053-605-8060,35.78270108,128.4467845,2019-11-07,B553071,대구환경공단
문양역 야외주차장,입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,,대구광역시 달성군 다사읍 문양리 470,대구환경공단,053-605-8060,35.864005,128.437936,2019-11-07,B553071,대구환경공단
비슬산자연휴양림공영주차장,입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달성군 유가읍 휴양림길 236,대구광역시 달성군 유가읍 용리 15,대구환경공단,053-605-8060,35.69334412,128.5057999,2019-11-07,B553071,대구환경공단
한국산업단지 달성출장소,입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달성군 구지면 달성2차동1로 109,대구광역시 달성군 구지면 내리 840-3,대구환경공단,053-605-8060,35.6409306,128.4194308,2019-11-07,B553071,대구환경공단
중구청,입구 정면 (우측으로 유도선 따라 회전),대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,대구광역시 중구 국채보상로139길 1,대구광역시 중구 동인동2가 177-4,대구환경공단,053-605-8060,35.86932522,128.6061572,2019-11-07,B553071,대구환경공단
대신동 행정복지센터,도로변,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 중구 달구벌대로 1955,대구광역시 중구 대신동 2106,대구환경공단,053-605-8060,35.86386632,128.5777196,2019-11-07,B553071,대구환경공단
신암2동 행정복지센터,도로변,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,,대구광역시 동구 신암동 483-1,대구환경공단,053-605-8060,35.8799695,128.6127068,2019-11-07,B553071,대구환경공단
효목1동 행정복지센터,입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 동구 화랑로41길 46,대구광역시 동구 효목동 174-9,대구환경공단,053-605-8060,35.8816142,128.6449448,2019-11-07,B553071,대구환경공단
도평동 행정복지센터,입구 반대편 우측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 동구 팔공로24길 167-8,대구광역시 동구 도동 90-22,대구환경공단,053-605-8060,35.9103551,128.650067,2019-11-07,B553071,대구환경공단
동촌동 행정복지센터,도로변,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 동구 동촌로11길 5,대구광역시 동구 입석동 893-12,대구환경공단,053-605-8060,35.88993781,128.6496203,2019-11-07,B553071,대구환경공단
방촌동 행정복지센터,입구 우측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 동구 동촌로48길 26,대구광역시 동구 방촌동 1084-124,대구환경공단,053-605-8060,35.880027,128.6652611,2019-11-07,B553071,대구환경공단
안심3.4동 행정복지센터,입구 우측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,"대구광역시 동구 안심로49길 98, 안심3.4동주민센터",대구광역시 동구 서호동 14-1,대구환경공단,053-605-8060,35.87031838,128.7109479,2019-11-07,B553071,대구환경공단
남구청,입구 우측 (우측으로 유도선 따라 회전),대구광역시,연중무휴,0:00,0:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,Y,대구광역시 남구 이천로 51,대구광역시 남구 봉덕동 565-5,대구환경공단,053-605-8060,35.84552704,128.5978365,2019-11-07,B553071,대구환경공단
봉덕3동 행정복지센터,도로변,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 남구 이천로5길 18,대구광역시 남구 봉덕동 722,대구환경공단,053-605-8060,35.84321696,128.5969889,2019-11-07,B553071,대구환경공단
대명2동 행정복지센터,도로변,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 남구 중앙대로51길 75,대구광역시 남구 대명동 1825-1,대구환경공단,053-605-8060,35.85591179,128.5864176,2019-11-07,B553071,대구환경공단
대명3동 행정복지센터,입구 반대편 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 남구 명덕로 104,대구광역시 남구 대명동 2139-11,대구환경공단,053-605-8060,35.85552235,128.5793165,2019-11-07,B553071,대구환경공단
김대중컨벤션센터,제3전시장 하역장,광주광역시,연중무휴,23:59,23:59,Y,N,-,2,2,N,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2,김대중컨벤션센터,062-611-2133,35.1467445,126.8409323,2019-03-04,3600000,광주광역시 서구
설천면사무소,경상남도 남해군 설천면 설천로 695,경상남도,없음,0:00,23:59,Y,N,,1,0,N,경상남도 남해군 설천면 설천로 695,경상남도 남해군 설천면 남양리 169-4,남해군 설천면사무소,055-860-8405,34.92471051,127.9139368,2020-06-19,5430000,경상남도 남해군
창선면사무소,경상남도 남해군 창선면 창선로97번길 6,경상남도,없음,0:00,23:59,Y,N,,1,0,N,경상남도 남해군 창선면 창선로97번길 6,경상남도 남해군 창선면 상죽리 137-1,남해군 창선면사무소,055-860-8454,34.86057869,128.0129258,2020-06-19,5430000,경상남도 남해군
태안상설시장 공용주차장 충전소,태안상설시장 공용주차장 충전소,충청남도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청남도 태안군 태안읍 동백로 251,충청남도 태안군 태안읍 동문리 839-14,환경부(한국자동차환경협회),,36.7508126,126.2984109,2019-05-31,4620000,충청남도 태안군
한국전력공사 태안지사 주차장,한국전력공사 태안지사 주차장,충청남도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청남도 태안군 태안읍 후곡로 53,충청남도 태안군 태안읍 남문리 692-5,한국전력공사,,36.747262,126.2990891,2019-05-31,4620000,충청남도 태안군
태안군청 주차장,태안군청 주차장,충청남도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청남도 태안군 태안읍 군청로 1,충청남도 태안군 태안읍 남문리 90,한국전력공사,,36.74591739,126.298389,2019-05-31,4620000,충청남도 태안군
태안읍사무소 정문 공용주차장,태안읍사무소 정문 공용주차장,충청남도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청남도 태안군 태안읍 남문리 300-102,충청남도 태안군 태안읍 남문리 300-102,한국전력공사,,36.75823029,126.2963029,2019-05-31,4620000,충청남도 태안군
만리포해수욕장 공용주차장,만리포해수욕장 공용주차장,충청남도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청남도 태안군 소원면 모항리 1394,충청남도 태안군 소원면 모항리 1394,한국전력공사,,36.78304292,126.1442028,2019-05-31,4620000,충청남도 태안군
진흥더블파크아파트 지하주차장,진흥더블파크아파트 지하주차장,충청남도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청남도 태안군 태안읍 군청10길 14,충청남도 태안군 태안읍 남문리 90-10,한국전력공사,,36.74641294,126.2968527,2019-05-31,4620000,충청남도 태안군
평천휴먼시아아파트 지하주차장,평천휴먼시아아파트 지하주차장,충청남도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청남도 태안군 태안읍 동평로 42,충청남도 태안군 태안읍 동문리 59-1,한국전력공사,,36.75089079,126.3093475,2019-05-31,4620000,충청남도 태안군
삼봉해수욕장 주차장,삼봉해수욕장 주차장,충청남도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청남도 태안군 안면읍 삼봉길 195,충청남도 태안군 안면읍 창기리 1304-45,환경부(한국자동차환경협회),,36.57076051,126.3166941,2019-05-31,4620000,충청남도 태안군
학암포해수욕장 오토캠핑장 주차장,학암포해수욕장 오토캠핑장 주차장,충청남도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청남도 태안군 원북면 학암포길 19,충청남도 태안군 원북면 방갈리 515-194,환경부(한국자동차환경협회),,36.89664016,126.2076767,2019-05-31,4620000,충청남도 태안군
근흥면사무소 주차장,근흥면사무소 주차장,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 태안군 근흥면 근흥로 724,충청남도 태안군 근흥면 용신리 453-2,태안군청,,36.71364773,126.228088,2019-05-31,4620000,충청남도 태안군
아트센터 고마,아트센터 고마 내 주차장 입구 부근,충청남도,무,0:00,23:59,N,Y,"DC차데모, AC3상,DC 콤보",0,1,N,충청남도 공주시 고마나루길 90,충청남도 공주시 웅진동 347,한국자동차환경협회,1661-9408,36.46658989,127.1075716,2019-09-25,4500000,충청남도 공주시
향남신명스카이뷰,"경기도 화성시 향남읍 행정서로 48 (행정리, 향남시범넓은들마을신명스카이뷰아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정서로 48,경기도 화성시 향남읍 행정리 443번지 향남시범넓은들마을신명스카이뷰아파트,케이티,1522-0123,37.12785289,126.9154114,2020-09-05,5530000,경기도 화성시
향남신명스카이뷰,"경기도 화성시 향남읍 행정서로 48 (행정리, 향남시범넓은들마을신명스카이뷰아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정서로 48,경기도 화성시 향남읍 행정리 443번지 향남시범넓은들마을신명스카이뷰아파트,케이티,1522-0123,37.12785289,126.9154114,2020-09-05,5530000,경기도 화성시
대방노블랜드아파트,"경기도 화성시 향남읍 행정중앙2로 83 (행정리, 향남시범살구꽃마을대방노블랜드아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙2로 83,경기도 화성시 향남읍 행정리 485번지 향남시범살구꽃마을대방노블랜드아파트,케이티,1522-0123,37.12984462,126.9239614,2020-09-05,5530000,경기도 화성시
대방노블랜드아파트,"경기도 화성시 향남읍 행정중앙2로 83 (행정리, 향남시범살구꽃마을대방노블랜드아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙2로 83,경기도 화성시 향남읍 행정리 485번지 향남시범살구꽃마을대방노블랜드아파트,케이티,1522-0123,37.12984462,126.9239614,2020-09-05,5530000,경기도 화성시
대방노블랜드아파트,"경기도 화성시 향남읍 행정중앙2로 83 (행정리, 향남시범살구꽃마을대방노블랜드아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙2로 83,경기도 화성시 향남읍 행정리 485번지 향남시범살구꽃마을대방노블랜드아파트,케이티,1522-0123,37.12984462,126.9239614,2020-09-05,5530000,경기도 화성시
대방노블랜드아파트,"경기도 화성시 향남읍 행정중앙2로 83 (행정리, 향남시범살구꽃마을대방노블랜드아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙2로 83,경기도 화성시 향남읍 행정리 485번지 향남시범살구꽃마을대방노블랜드아파트,케이티,1522-0123,37.12984462,126.9239614,2020-09-05,5530000,경기도 화성시
대방노블랜드아파트,"경기도 화성시 향남읍 행정중앙2로 83 (행정리, 향남시범살구꽃마을대방노블랜드아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙2로 83,경기도 화성시 향남읍 행정리 485번지 향남시범살구꽃마을대방노블랜드아파트,케이티,1522-0123,37.12984462,126.9239614,2020-09-05,5530000,경기도 화성시
대방노블랜드아파트,"경기도 화성시 향남읍 행정중앙2로 83 (행정리, 향남시범살구꽃마을대방노블랜드아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙2로 83,경기도 화성시 향남읍 행정리 485번지 향남시범살구꽃마을대방노블랜드아파트,케이티,1522-0123,37.12984462,126.9239614,2020-09-05,5530000,경기도 화성시
대방노블랜드아파트,"경기도 화성시 향남읍 행정중앙2로 83 (행정리, 향남시범살구꽃마을대방노블랜드아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙2로 83,경기도 화성시 향남읍 행정리 485번지 향남시범살구꽃마을대방노블랜드아파트,케이티,1522-0123,37.12984462,126.9239614,2020-09-05,5530000,경기도 화성시
병점효성해링턴플레이스,"경기도 화성시 떡전골로 60 (병점동, 병점역효성해링턴플레이스) 103동 지하2층 C20",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 떡전골로 60,경기도 화성시 병점동 871번지 병점역효성해링턴플레이스,케이티,1522-0123,37.20449393,127.0357223,2020-09-05,5530000,경기도 화성시
병점효성해링턴플레이스,"경기도 화성시 떡전골로 60 (병점동, 병점역효성해링턴플레이스) 103동 지하2층 C20",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 떡전골로 60,경기도 화성시 병점동 871번지 병점역효성해링턴플레이스,케이티,1522-0123,37.20449393,127.0357223,2020-09-05,5530000,경기도 화성시
동탄시범베르디움아파트,"경기도 화성시 동탄대로시범길 122 (청계동, 시범호반베르디움)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄대로시범길 122,경기도 화성시 청계동 525번지 시범호반베르디움,케이티,1522-0123,37.19795729,127.1070098,2020-09-05,5530000,경기도 화성시
동탄시범베르디움아파트,"경기도 화성시 동탄대로시범길 122 (청계동, 시범호반베르디움)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄대로시범길 122,경기도 화성시 청계동 525번지 시범호반베르디움,케이티,1522-0123,37.19795729,127.1070098,2020-09-05,5530000,경기도 화성시
동탄시범베르디움아파트,"경기도 화성시 동탄대로시범길 122 (청계동, 시범호반베르디움)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄대로시범길 122,경기도 화성시 청계동 525번지 시범호반베르디움,케이티,1522-0123,37.19795729,127.1070098,2020-09-05,5530000,경기도 화성시
동탄시범베르디움아파트,"경기도 화성시 동탄대로시범길 122 (청계동, 시범호반베르디움)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄대로시범길 122,경기도 화성시 청계동 525번지 시범호반베르디움,케이티,1522-0123,37.19795729,127.1070098,2020-09-05,5530000,경기도 화성시
동탄시범베르디움아파트,"경기도 화성시 동탄대로시범길 122 (청계동, 시범호반베르디움)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄대로시범길 122,경기도 화성시 청계동 525번지 시범호반베르디움,케이티,1522-0123,37.19795729,127.1070098,2020-09-05,5530000,경기도 화성시
동탄예당마을롯데캐슬아파트,"경기도 화성시 동탄반석로 229 (석우동, 동탄예당마을롯데캐슬) 지하1층",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄반석로 229,경기도 화성시 석우동 55번지,케이티,1522-0123,37.20889643,127.0741122,2020-09-05,5530000,경기도 화성시
동탄예당마을롯데캐슬아파트,"경기도 화성시 동탄반석로 229 (석우동, 동탄예당마을롯데캐슬) 지하1층",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄반석로 229,경기도 화성시 석우동 55번지,케이티,1522-0123,37.20889643,127.0741122,2020-09-05,5530000,경기도 화성시
동탄예당마을롯데캐슬아파트,"경기도 화성시 동탄반석로 229 (석우동, 동탄예당마을롯데캐슬) 지하1층",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄반석로 229,경기도 화성시 석우동 55번지,케이티,1522-0123,37.20889643,127.0741122,2020-09-05,5530000,경기도 화성시
동탄예당마을롯데캐슬아파트,"경기도 화성시 동탄반석로 229 (석우동, 동탄예당마을롯데캐슬) 지하1층",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄반석로 229,경기도 화성시 석우동 55번지,케이티,1522-0123,37.20889643,127.0741122,2020-09-05,5530000,경기도 화성시
동탄예당마을롯데캐슬아파트,"경기도 화성시 동탄반석로 229 (석우동, 동탄예당마을롯데캐슬) 지하1층",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄반석로 229,경기도 화성시 석우동 55번지,케이티,1522-0123,37.20889643,127.0741122,2020-09-05,5530000,경기도 화성시
동탄예당마을롯데캐슬아파트,"경기도 화성시 동탄반석로 229 (석우동, 동탄예당마을롯데캐슬) 지하1층",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄반석로 229,경기도 화성시 석우동 55번지,케이티,1522-0123,37.20889643,127.0741122,2020-09-05,5530000,경기도 화성시
한국지엠발안서비스,경기도 화성시 팔탄면 터넉골로 213-11 지상주차장 입구,경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 팔탄면 터넉골로 213-11,경기도 화성시 팔탄면 지월리 781-1번지,케이티,1522-0123,37.13585393,126.8941542,2020-09-05,5530000,경기도 화성시
향남하늘채아파트,"경기도 화성시 향남읍 행정동로 83 (행정리, 향남시범복사꽃마을상록하늘채아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정동로 83,경기도 화성시 향남읍 행정리 475번지 향남시범복사꽃마을상록하늘채아파트,케이티,1522-0123,37.1315736,126.9241313,2020-09-05,5530000,경기도 화성시
화성파크드림아파트,"경기도 화성시 향남읍 행정동로 22 (행정리, 향남시범살구꽃마을화성파크드림아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정동로 22,경기도 화성시 향남읍 행정리 482번지 향남시범살구꽃마을화성파크드림아파트,케이티,1522-0123,37.12615875,126.9272845,2020-09-05,5530000,경기도 화성시
이동면사무소,경상남도 남해군 이동면 무림로 76,경상남도,없음,0:00,23:59,Y,N,,1,0,N,경상남도 남해군 이동면 무림로 76,경상남도 남해군 이동면 무림리 1021-1,남해군 이동면사무소,055-860-8053,34.79964345,127.9544209,2020-06-19,5430000,경상남도 남해군
화성파크드림아파트,"경기도 화성시 향남읍 행정동로 22 (행정리, 향남시범살구꽃마을화성파크드림아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정동로 22,경기도 화성시 향남읍 행정리 482번지 향남시범살구꽃마을화성파크드림아파트,케이티,1522-0123,37.12615875,126.9272845,2020-09-05,5530000,경기도 화성시
화성파크드림아파트,"경기도 화성시 향남읍 행정동로 22 (행정리, 향남시범살구꽃마을화성파크드림아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정동로 22,경기도 화성시 향남읍 행정리 482번지 향남시범살구꽃마을화성파크드림아파트,케이티,1522-0123,37.12615875,126.9272845,2020-09-05,5530000,경기도 화성시
화성파크드림아파트,"경기도 화성시 향남읍 행정동로 22 (행정리, 향남시범살구꽃마을화성파크드림아파트)",경기도,-,0:00,0:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정동로 22,경기도 화성시 향남읍 행정리 482번지 향남시범살구꽃마을화성파크드림아파트,케이티,1522-0123,37.12615875,126.9272845,2020-09-05,5530000,경기도 화성시
